Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
1616,CA-2016-130022,2016-08-10,2016-08-16,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122.0,Central,OFF-LA-10002787,Office Supplies,Labels,Avery 480,3.75
1619,US-2017-118780,2017-09-10,2017-09-14,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10011.0,East,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,59.48
1621,CA-2018-108560,2018-07-08,2018-07-15,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031.0,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46
1625,CA-2016-157084,2016-12-19,2016-12-24,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049.0,West,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96
1627,CA-2016-164539,2016-11-16,2016-11-22,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10011.0,East,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25
1628,CA-2016-143119,2016-09-24,2016-09-30,Standard Class,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,70506.0,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,517.5
1629,CA-2018-101049,2018-06-21,2018-06-25,Second Class,AS-10240,Alan Shonely,Consumer,United States,Cleveland,Ohio,44105.0,East,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",17.92
1631,CA-2017-106530,2017-05-08,2017-05-08,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105.0,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056
1636,CA-2015-168984,2015-11-26,2015-12-02,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,97224.0,West,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.552
1639,CA-2017-157266,2017-05-26,2017-06-01,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,20016.0,East,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),19.44
1643,US-2015-134712,2015-11-29,2015-12-04,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Skokie,Illinois,60076.0,Central,OFF-FA-10003112,Office Supplies,Fasteners,Staples,12.624
1644,CA-2016-111829,2016-03-19,2016-03-20,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115.0,West,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64
1647,CA-2016-105221,2016-11-01,2016-11-03,First Class,VM-21685,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36
1649,CA-2016-120341,2016-09-26,2016-09-29,Second Class,SF-20200,Sarah Foster,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.104
1651,CA-2015-135699,2015-08-29,2015-08-29,Same Day,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110.0,West,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,109.92
1653,US-2018-132444,2018-11-18,2018-11-21,First Class,CD-12280,Christina DeMoss,Consumer,United States,Seattle,Washington,98105.0,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,169.68
1658,CA-2015-127159,2015-05-12,2015-05-15,First Class,HL-15040,Hunter Lopez,Consumer,United States,Milwaukee,Wisconsin,53209.0,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",34.79
1659,CA-2018-161809,2018-01-20,2018-01-26,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,160.776
1660,CA-2018-127285,2018-10-30,2018-11-06,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Seattle,Washington,98115.0,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.752
1662,CA-2018-144526,2018-04-30,2018-05-06,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58
1664,CA-2017-128531,2017-11-24,2017-11-26,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75217.0,Central,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,41.92
1670,US-2016-157154,2016-01-10,2016-01-15,Standard Class,MM-17920,Michael Moore,Consumer,United States,New York City,New York,10011.0,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1018.104
1671,CA-2018-159457,2018-10-19,2018-10-26,Standard Class,RD-19480,Rick Duston,Consumer,United States,Houston,Texas,77095.0,Central,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,16.68
1672,CA-2017-107615,2017-03-22,2017-03-25,First Class,RB-19645,Robert Barroso,Corporate,United States,North Las Vegas,Nevada,89031.0,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,58.58
1673,CA-2018-111647,2018-07-03,2018-07-07,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Plano,Texas,75023.0,Central,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968
1674,CA-2016-150560,2016-12-11,2016-12-12,First Class,SW-20455,Shaun Weien,Consumer,United States,Suffolk,Virginia,23434.0,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62
1675,CA-2016-143077,2016-09-17,2016-09-21,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Houston,Texas,77041.0,Central,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,21.936
1677,CA-2017-122728,2017-05-18,2017-05-24,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California,94110.0,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,104.28
1679,CA-2015-122882,2015-09-07,2015-09-13,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784
1683,US-2017-101497,2017-09-29,2017-10-01,Second Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008.0,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,18.97
1684,CA-2017-147585,2017-11-07,2017-11-12,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,San Francisco,California,94110.0,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82
1685,CA-2018-149489,2018-04-24,2018-04-27,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28
1688,CA-2018-143798,2018-12-10,2018-12-12,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.368
1690,CA-2015-142839,2015-08-16,2015-08-20,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,853.092
1691,CA-2018-129833,2018-12-09,2018-12-15,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Indianapolis,Indiana,46203.0,Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",33.45
1693,US-2017-154361,2017-03-14,2017-03-19,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,Columbus,Ohio,43229.0,East,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,21.88
1694,US-2017-158708,2017-06-26,2017-06-29,Second Class,AB-10255,Alejandro Ballentine,Home Office,United States,Plano,Texas,75023.0,Central,TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.616
1695,CA-2016-156335,2016-09-25,2016-09-28,Second Class,PO-19195,Phillina Ober,Home Office,United States,Bayonne,New Jersey,7002.0,East,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96
1698,CA-2016-148376,2016-12-27,2016-12-31,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Los Angeles,California,90008.0,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96
1700,CA-2015-135657,2015-06-03,2015-06-07,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Seattle,Washington,98115.0,West,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,515.88
1701,CA-2016-114069,2016-07-13,2016-07-15,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808
1704,CA-2015-139857,2015-02-02,2015-02-06,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037.0,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35
1705,CA-2017-106306,2017-03-08,2017-03-08,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Glendale,Arizona,85301.0,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702
1706,CA-2016-100545,2016-11-22,2016-11-26,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,11.61
1707,CA-2018-123491,2018-10-30,2018-11-05,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122.0,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.86
1713,CA-2016-145401,2016-01-30,2016-02-04,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Houston,Texas,77070.0,Central,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.304
1714,US-2018-124968,2018-09-08,2018-09-13,Second Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60610.0,Central,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625
1715,CA-2018-104003,2018-10-07,2018-10-13,Standard Class,DC-13285,Debra Catini,Consumer,United States,San Francisco,California,94110.0,West,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.666
1716,CA-2017-154788,2017-04-30,2017-05-04,Standard Class,JL-15835,John Lee,Consumer,United States,New York City,New York,10011.0,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712
1717,CA-2017-169943,2017-05-19,2017-05-24,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011.0,East,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.9
1722,US-2016-123218,2016-12-20,2016-12-25,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623.0,Central,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,159.984
1725,CA-2016-127453,2016-12-19,2016-12-20,First Class,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,434.352
1728,US-2018-164056,2018-04-29,2018-05-04,Second Class,FM-14215,Filia McAdams,Corporate,United States,Dublin,Ohio,43017.0,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35
1729,CA-2017-106894,2017-02-07,2017-02-07,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,22153.0,South,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100.0
1731,CA-2015-125136,2015-09-28,2015-10-03,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Fayetteville,North Carolina,28314.0,South,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,96.256
1733,US-2017-131149,2017-07-10,2017-07-14,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Dallas,Texas,75081.0,Central,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04
1735,CA-2018-101483,2018-07-29,2018-08-01,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848
1738,CA-2016-130204,2016-09-03,2016-09-09,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122.0,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44
1741,CA-2015-110527,2015-08-09,2015-08-16,Standard Class,ED-13885,Emily Ducich,Home Office,United States,San Diego,California,92037.0,West,OFF-LA-10000262,Office Supplies,Labels,Avery 494,20.88
1742,CA-2018-152807,2018-10-30,2018-11-03,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.736
1746,CA-2015-133270,2015-06-06,2015-06-09,First Class,BM-11785,Bryan Mills,Consumer,United States,Rochester,New York,14609.0,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36
1747,CA-2017-155670,2017-08-13,2017-08-17,Second Class,EM-14065,Erin Mull,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232
1749,US-2015-157406,2015-04-25,2015-04-29,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,77095.0,Central,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,10.368
1751,CA-2016-139094,2016-11-22,2016-11-27,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,San Antonio,Texas,78207.0,Central,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,206.962
1752,CA-2018-168837,2018-10-14,2018-10-17,First Class,JW-15955,Joni Wasserman,Consumer,United States,Oakland,California,94601.0,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.46
1753,CA-2018-116715,2018-12-02,2018-12-05,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122.0,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",559.62
1756,CA-2016-135622,2016-12-08,2016-12-11,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Fort Worth,Texas,76106.0,Central,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,360.712
1758,US-2016-107349,2016-07-13,2016-07-15,First Class,SL-20155,Sara Luxemburg,Home Office,United States,Houston,Texas,77095.0,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,41.568
1759,CA-2015-139017,2015-05-11,2015-05-17,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Houston,Texas,77095.0,Central,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864
1760,CA-2015-141817,2015-01-05,2015-01-12,Standard Class,MB-18085,Mick Brown,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19.536
1761,CA-2016-130785,2016-09-05,2016-09-09,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105.0,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332
1764,CA-2017-110254,2017-08-04,2017-08-08,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434.0,South,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06
1768,US-2015-158057,2015-03-22,2015-03-26,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Greensboro,North Carolina,27405.0,South,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",7.644
1770,CA-2018-146024,2018-03-02,2018-03-08,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Dallas,Texas,75081.0,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,6.976
1772,CA-2017-129686,2017-11-27,2017-11-29,Second Class,GG-14650,Greg Guthrie,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",97.984
1774,CA-2015-118976,2015-04-28,2015-05-03,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215.0,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.86
1778,CA-2016-105347,2016-11-24,2016-11-28,Standard Class,DP-13000,Darren Powers,Consumer,United States,Los Angeles,California,90004.0,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,368.91
1780,CA-2017-124667,2017-11-11,2017-11-16,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10011.0,East,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,59.97
1782,CA-2016-111094,2016-07-09,2016-07-13,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Franklin,Massachusetts,2038.0,East,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,6.58
1784,CA-2018-166317,2018-09-22,2018-09-26,Standard Class,JE-15610,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,53209.0,Central,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,219.84
1788,CA-2016-154326,2016-02-15,2016-02-19,Standard Class,RP-19855,Roy Phan,Corporate,United States,Kenosha,Wisconsin,53142.0,Central,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,134.97
1791,CA-2015-102008,2015-09-30,2015-10-04,Standard Class,RA-19915,Russell Applegate,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,48.94
1794,CA-2015-104773,2015-12-08,2015-12-13,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Houston,Texas,77041.0,Central,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",60.416
1795,CA-2017-140774,2017-09-05,2017-09-10,Standard Class,BE-11455,Brad Eason,Home Office,United States,Olathe,Kansas,66062.0,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94
1796,US-2018-139465,2018-08-27,2018-08-30,First Class,MR-17545,Mathew Reese,Home Office,United States,New York City,New York,10024.0,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,63.84
1799,CA-2017-100965,2017-07-07,2017-07-11,Standard Class,RM-19375,Raymond Messe,Consumer,United States,San Jose,California,95123.0,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",215.65
1800,CA-2017-121034,2017-08-08,2017-08-10,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Dallas,Texas,75081.0,Central,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,11.168
1802,CA-2017-149461,2017-11-13,2017-11-19,Standard Class,AS-10135,Adrian Shami,Home Office,United States,Auburn,Washington,98002.0,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18
1803,CA-2018-158379,2018-09-22,2018-09-26,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,5.607
1809,CA-2017-164938,2017-02-11,2017-02-13,First Class,PB-19210,Phillip Breyer,Corporate,United States,Tulsa,Oklahoma,74133.0,Central,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,69.93
1810,CA-2017-165484,2017-10-23,2017-10-29,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Chicago,Illinois,60610.0,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,16.156
1812,CA-2015-132612,2015-06-09,2015-06-11,Second Class,FO-14305,Frank Olsen,Consumer,United States,Harrisonburg,Virginia,22801.0,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,1441.3
1813,US-2018-161193,2018-11-20,2018-11-26,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Newark,Ohio,43055.0,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6
1815,CA-2016-131597,2016-09-14,2016-09-18,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Los Angeles,California,90045.0,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,170.136
1816,CA-2016-164833,2016-06-04,2016-06-04,Same Day,LL-16840,Lauren Leatherbury,Consumer,United States,Seattle,Washington,98105.0,West,OFF-LA-10000443,Office Supplies,Labels,Avery 501,7.38
1818,CA-2016-125423,2016-12-13,2016-12-15,Second Class,MC-17575,Matt Collins,Consumer,United States,Los Angeles,California,90036.0,West,OFF-LA-10001771,Office Supplies,Labels,Avery 513,9.96
1819,US-2015-130379,2015-05-25,2015-05-29,Standard Class,JL-15235,Janet Lee,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,75.6
1821,CA-2017-168956,2017-02-16,2017-02-20,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92.064
1825,CA-2017-167507,2017-12-22,2017-12-28,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Redmond,Oregon,97756.0,West,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",31.32
1828,CA-2017-109344,2017-02-08,2017-02-11,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,27604.0,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.976
1829,US-2016-140851,2016-07-13,2016-07-15,Second Class,ND-18460,Neil Ducich,Corporate,United States,Macon,Georgia,31204.0,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,38.88
1830,CA-2015-103373,2015-05-18,2015-05-24,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Cleveland,Ohio,44105.0,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,779.796
1831,CA-2018-145884,2018-10-21,2018-10-21,Same Day,SL-20155,Sara Luxemburg,Home Office,United States,Muskogee,Oklahoma,74403.0,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,1439.92
1833,CA-2016-131422,2016-11-05,2016-11-09,Standard Class,GB-14530,George Bell,Corporate,United States,Monroe,North Carolina,28110.0,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,207.0
1834,CA-2018-162691,2018-08-01,2018-08-07,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Austin,Texas,78745.0,Central,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1439.982
1836,CA-2015-141278,2015-06-21,2015-06-24,First Class,RM-19375,Raymond Messe,Consumer,United States,Meriden,Connecticut,6450.0,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,21.4
1837,CA-2018-122693,2018-02-19,2018-02-21,Second Class,NH-18610,Nicole Hansen,Corporate,United States,Roswell,Georgia,30076.0,South,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,1245.86
1838,CA-2015-117345,2015-08-01,2015-08-05,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205.0,South,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,17.544
1842,CA-2017-157763,2017-07-18,2017-07-23,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Bowling Green,Kentucky,42104.0,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,140.81
1843,CA-2016-135391,2016-02-09,2016-02-11,Second Class,FA-14230,Frank Atkinson,Corporate,United States,San Antonio,Texas,78207.0,Central,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,40.096
1845,US-2018-113852,2018-07-29,2018-08-02,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Seattle,Washington,98115.0,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57
1846,US-2018-158512,2018-01-12,2018-01-17,Second Class,DA-13450,Dianna Arnett,Home Office,United States,Washington,District of Columbia,20016.0,East,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.08
1848,CA-2018-128370,2018-09-10,2018-09-10,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004.0,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352
1850,CA-2016-160472,2016-07-20,2016-07-25,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614.0,Central,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",34.76
1856,CA-2015-114643,2015-06-13,2015-06-17,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Los Angeles,California,90032.0,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,14.52
1857,US-2018-158218,2018-05-12,2018-05-15,Second Class,AC-10420,Alyssa Crouse,Corporate,United States,Houston,Texas,77041.0,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92
1859,CA-2016-121608,2016-09-03,2016-09-05,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,6010.0,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62
1861,US-2018-121251,2018-03-26,2018-03-27,First Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009.0,East,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",257.568
